,BUSINESSNAME,ISSDTTM,EXPDTTM,LICCAT,LICCATDESC,CAPACITY,STNO,Address,Location,5,Final_Lat,Final_Long,geometry,neighborhood,ltype
272,HIREN BOSTON LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,33.0,W Howell ST,"(42.325418, -71.058409)",,42.325418,-71.058409,POINT (-71.058409 42.325418),Dorchester,All Alc.
273,"MJ BACK BAY, LLC",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNMW,Innholder Malt & Wine,0,88.0,  Exeter ST,"(42.3486, -71.078818)","-71.07911,42.34863",42.3486,-71.078818,POINT (-71.078818 42.3486),Back Bay,Malt Wine
274,"TURNAROUND SUSHI, INC.",12/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,108,75.0,  Kneeland ST,"(42.350178, -71.06061)","-71.06046,42.350327",42.350178,-71.06061,POINT (-71.06061 42.350178),Chinatown,Malt Wine Liq.
275,"CRAZY DOUGH BOYLSTON, LLC",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,49,1124.0, Boylston St,"(0.0, 0.0)","-71.08912,42.34692",42.34692,-71.08912,POINT (-71.08911999999999 42.34692),Fenway,Malt Wine
276,Bobby Charlton LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,196,495.0,  Beacon ST,"(42.350586, -71.08976)","-71.089714,42.350784",42.350586,-71.08976,POINT (-71.08976 42.350586),Back Bay,All Alc.
277,CRUDO NORTH END LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,76,78.0,  Salem ST,"(42.36369, -71.05591)","-71.05583,42.363636",42.36369,-71.05591,POINT (-71.05591 42.36369),North End,Malt Wine Liq.
278,"FIRE IT UP STATE STREET,LLC",11/06/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,19,107.0, State St,"(0.0, 0.0)","-71.054955,42.35918",42.35918,-71.054955,POINT (-71.05495500000001 42.35918),Downtown,Malt Wine Liq.
279,Russian Benevolent society,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,440,14.0,  Linden ST,"(42.35537, -71.13028)","-71.130905,42.355396",42.35537,-71.13028,POINT (-71.13028 42.35537),Allston,All Alc.
280,"PAIGE HOSPITALITY, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,382,246.0,  Tremont ST,"(42.350688, -71.064668)","-71.065025,42.350674",42.350688,-71.064668,POINT (-71.064668 42.350688),Downtown,All Alc.
281,MCCARTHY'S INC. OF BOSTON,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,73,1592.0,  Tremont ST,"(0.0, 0.0)","-71.10304,42.333576",42.333576,-71.10304,POINT (-71.10303999999999 42.333576),Mission Hill,All Alc.
282,EIGHT REGIONS LLC,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,101,162.0,  Columbus AV,"(42.349256, -71.070608)","-71.07086,42.34931",42.349256,-71.070608,POINT (-71.07060799999999 42.349256),Bay Village,All Alc.
283,J.T.J. CORPORATION,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,237,, Newbury St,"(42.34946, -71.08224)","-71.07127,42.35263",42.34946,-71.08224,POINT (-71.08224 42.34946),Back Bay,All Alc.
284,"DARRYLS'S CORNER BAR & KITCHEN, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,108,604.0,  Columbus AV,"(42.33975, -71.082398)","-71.083435,42.33921",42.33975,-71.082398,POINT (-71.082398 42.33975),Roxbury,All Alc.
285,"75 ARLINGTON STREET, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,234,75.0,  Arlington ST,"(42.35068, -71.07036)","-71.070244,42.35093",42.35068,-71.07036,POINT (-71.07035999999999 42.35068),Back Bay,All Alc.
286,BRIGHTON R.I CORPORATION,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,168,1234.0,  Soldiers Field RD,"(42.3637, -71.13638)","-71.13639,42.364384",42.3637,-71.13638,POINT (-71.13638 42.3637),Brighton,All Alc.
287,"CHEESINE, INC.",11/07/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,48,399.0,W Broadway  ,"(0.0, 0.0)","-71.048195,42.337082",42.337082,-71.048195,POINT (-71.04819500000001 42.337082),South Boston,Malt Wine
288,DECIBEL ENTERPRISES LLC,11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,180,1238.0,  Dorchester AV,"(0.0, 0.0)","-71.05825,42.308384",42.308384,-71.05825,POINT (-71.05825 42.308384),Dorchester,All Alc.
289,"DEEP ELLUM, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,148,477.0,  Cambridge ST,"(42.353902, -71.13703)","-71.13698,42.353756",42.353902,-71.13703,POINT (-71.13703 42.353902),Allston,All Alc.
290,"DEL FRISCO'S OF BOSTON, LLC",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,400,230.0,  Northern AV,"(0.0, 0.0)","-71.03853,42.348663",42.348663,-71.03853,POINT (-71.03852999999999 42.348663),South Boston Waterfront,All Alc.
291,CARLOS MARTE,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,117,635.0,  Hyde Park AV,"(0.0, 0.0)","-71.119225,42.27844",42.27844,-71.119225,POINT (-71.119225 42.27844),Roslindale,Malt Wine
292,COLUMBUS MANAGING CORP.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,49,754.0,  South ST,"(42.28702, -71.12948)","-71.129295,42.287086",42.28702,-71.12948,POINT (-71.12948 42.28702),Roslindale,Malt Wine
293,"South Street Group, Inc.",02/20/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,0,753.0,  South ST,"(42.287196, -71.129241)","-71.13097,42.28794",42.287196,-71.129241,POINT (-71.12924099999999 42.287196),Roslindale,Neighborhood Restricted - CV7ALN
294,"TWO AVENUES, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,98,61.0,  Massachusetts AV,"(0.0, 0.0)","-71.08889,42.349594",42.349594,-71.08889,POINT (-71.08889000000001 42.349594),Back Bay,All Alc.
295,DEV CORP.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,120,332.0,  Washington ST,"(42.348878, -71.152342)","-71.15214,42.34905",42.348878,-71.152342,POINT (-71.152342 42.348878),Brighton,All Alc.
296,"THE PITCHER'S MOUND, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,39928,72.0, Brookline Av,"(0.0, 0.0)","-71.098816,42.34694",42.34694,-71.098816,POINT (-71.098816 42.34694),Fenway,All Alc.
297,"EFTSROT, LLC",11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,72,23.0,  Tyler ST,"(42.350724, -71.060979)","-71.06076,42.35064",42.350724,-71.060979,POINT (-71.060979 42.350724),Chinatown,Malt Wine
298,"DICK'S LAST RESORT OF BOSTON,LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,138,100.0,  Faneuil Hall SQ,"(42.360131, -71.054954)",,42.360131,-71.054954,POINT (-71.054954 42.360131),Downtown,All Alc.
299,955 LLC,11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,264,951.0,  Boylston ST,"(42.348051, -71.085767)","-71.085144,42.34801",42.348051,-71.085767,POINT (-71.085767 42.348051),Back Bay,All Alc.
300,COBBAGE RESTAURANT CORP.,12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,18,141.0,  Salem ST,"(42.365059, -71.055378)","-71.055435,42.36516",42.365059,-71.055378,POINT (-71.055378 42.365059),North End,Malt Wine
301,"SS INVESTMENTS, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,49,222.0,  Newbury ST,"(42.34975, -71.08108)","-71.08112,42.34996",42.34975,-71.08108,POINT (-71.08108 42.34975),Back Bay,Malt Wine
302,"LA ROCA, INC.",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,99,221.0, Hanover St,"(0.0, 0.0)","-71.05537,42.362923",42.362923,-71.05537,POINT (-71.05537 42.362923),North End,Malt Wine Liq.
303,"DONATO & GIANNI, LLC",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,116,326.0,  Commercial ST,"(42.3654, -71.05142)","-71.05111,42.36536",42.3654,-71.05142,POINT (-71.05141999999999 42.3654),North End,All Alc.
304,"J.J. DONOVAN, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,80,27.0,  Clinton ST,"(0.0, 0.0)","-71.05525,42.36069",42.36069,-71.05525,POINT (-71.05525 42.36069),Downtown,All Alc.
305,"TAVERNA79, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,190,91.0, Park Pz,"(0.0, 0.0)","-71.07004,42.35131",42.35131,-71.07004,POINT (-71.07004000000001 42.35131),Downtown,All Alc.
306,"AC NEP, LLC",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,264,367.0,  Neponset AV,"(42.2867, -71.04513)","-71.04566,42.28708",42.2867,-71.04513,POINT (-71.04513 42.2867),Dorchester,All Alc.
307,"Pavan Restaurant Group, Inc.",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,49,316.0, Newbury St,"(42.34862, -71.085413)","-71.08545,42.348812",42.34862,-71.085413,POINT (-71.085413 42.34862),Back Bay,Malt Wine Liq.
308,Henry's Garrett Catering LLC,01/23/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWLN,CV7MWLN - Neighborhood Restricted,40,1739.0, Dorchester Av,"(0.0, 0.0)","-71.0629,42.290806",42.290806,-71.0629,POINT (-71.0629 42.290806),Dorchester,Neighborhood Restricted - CV7MWLN
309,"DOT TAVERN, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,840.0,  Dorchester AV,"(42.322159, -71.056601)","-71.056786,42.322166",42.322159,-71.056601,POINT (-71.056601 42.322159),Dorchester,All Alc.
310,"OCEAN TREASURE, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,127,84.0,  Harrison AV,"(42.350806, -71.061206)","-71.06144,42.35083",42.350806,-71.061206,POINT (-71.061206 42.350806),Chinatown,Malt Wine
311,BEAU GESTE XXV LLC,11/12/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,400.0,  Soldiers Field RD,"(42.36002, -71.11832)",,42.36002,-71.11832,POINT (-71.11832 42.36002),Allston,All Alc.
312,"SPELLBURKE, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,265,3484.0,  Washington ST,"(42.30644, -71.10723)","-71.10732,42.306625",42.30644,-71.10723,POINT (-71.10723 42.30644),Jamaica Plain,All Alc.
313,"RENDON FOODS, INC.",11/06/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,56,182.0,  Sumner ST,"(42.369371, -71.040322)","-71.04053,42.36923",42.369371,-71.040322,POINT (-71.040322 42.369371),East Boston,All Alc.
314,348 CONGRESS LLC,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALR,CV7 All Alc. Restrict.,301,348.0, Congress St,"(0.0, 0.0)","-71.04868,42.35051",42.35051,-71.04868,POINT (-71.04868 42.35051),South Boston Waterfront,All Alc.
315,"ROSSMORE CAFE, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,86,3520.0,  Washington ST,"(42.305511, -71.108121)","-71.10817,42.305767",42.305511,-71.108121,POINT (-71.108121 42.305511),Jamaica Plain,All Alc.
316,M.Y.N. CORP.,11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,223,7.0,  Stoughton ST,"(0.0, 0.0)","-71.06472,42.316868",42.316868,-71.06472,POINT (-71.06471999999999 42.316868),Dorchester,All Alc.
317,SEI STELLE LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,58,289.0, Causeway St,"(0.0, 0.0)","-71.05834,42.367073",42.367073,-71.05834,POINT (-71.05834 42.367073),North End,Malt Wine Liq.
318,,08/03/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWN,CV7MWN - Neighborhood Restricted,48,15.0, Warren St,"(0.0, 0.0)","-71.083405,42.3292",42.3292,-71.083405,POINT (-71.083405 42.3292),Roxbury,Neighborhood Restricted - CV7MWN
319,"HALEY HOUSE, INC.",11/19/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWN,CV7MWN - Neighborhood Restricted,37,2302.0, Washington St,"(0.0, 0.0)","-71.0841,42.330273",42.330273,-71.0841,POINT (-71.08410000000001 42.330273),Roxbury,Neighborhood Restricted - CV7MWN
320,"DUMPLING CAFÉ, INC.",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWR,CV7 Malt Wine Restrict.,48,695.0,  Washington ST,"(0.0, 0.0)","-71.06283,42.351315",42.351315,-71.06283,POINT (-71.06283000000001 42.351315),Chinatown,Malt Wine Restrict.
321,"DUMPLING GOURMET, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,56,52.0,  Beach ST,"(42.35152, -71.06065)","-71.06075,42.351437",42.35152,-71.06065,POINT (-71.06065 42.35152),Chinatown,Malt Wine
322,ARK BOSTON RSS CORP.,11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,573,331.0, Faneuil Hall Marketplace ,"(0.0, 0.0)",,,,POINT (nan nan),Downtown,All Alc.
323,SOMERS FIVE CORP.,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,46,108.0,  Blackstone ST,"(42.361696, -71.056576)","-71.05645,42.361794",42.361696,-71.056576,POINT (-71.05657600000001 42.361696),Downtown,All Alc.
324,"FIVE TWENTY TREMONT, INC.",11/13/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,138,520.0, Tremont St,"(0.0, 0.0)",,,,POINT (nan nan),South End,All Alc.
325,"REBECCA'S CAFÉ, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,400,212.0, Northern Av,"(42.350415, -71.038224)","-71.03876,42.34876",42.350415,-71.038224,POINT (-71.038224 42.350415),South Boston Waterfront,All Alc.
326,"TKL,INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,156,25.0,  Beach ST,"(42.351311, -71.06182)","-71.06173,42.351475",42.351311,-71.06182,POINT (-71.06182 42.351311),Chinatown,All Alc.
327,"ESHL, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,398,528.0,  Commonwealth AV,"(42.348498, -71.09622)","-71.09615,42.348766",42.348498,-71.09622,POINT (-71.09622 42.348498),Fenway,All Alc.
328,SAINT DECLAN CORPORATION,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,249,1883.0,  Centre ST,"(42.28595, -71.15582)","-71.15575,42.285774",42.28595,-71.15582,POINT (-71.15582000000001 42.28595),West Roxbury,All Alc.
329,"EATALY BOSTON, LLC",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,0,800.0,  Boylston ST,"(42.34716, -71.08251)","-71.08232,42.348755",42.34716,-71.08251,POINT (-71.08251 42.34716),Back Bay,All Alc.
330,"D & NICKOTA ENTERPRISES, INC.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,92,107.0,  Porter ST,"(0.0, 0.0)","-71.035965,42.37303",42.37303,-71.035965,POINT (-71.035965 42.37303),East Boston,All Alc.
331,"CONTILLI'S, INC.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,92,34.0,  Maverick SQ,"(42.369961, -71.039351)","-71.03947,42.3695",42.369961,-71.039351,POINT (-71.039351 42.369961),East Boston,All Alc.
332,SIRAJ CORPORATION,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,45,474.0,  Shawmut AV,"(42.338556, -71.075908)","-71.07603,42.338676",42.338556,-71.075908,POINT (-71.075908 42.338556),South End,Malt Wine Liq.
333,"L.L. & A, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,99,972.0,  Saratoga ST,"(0.0, 0.0)","-71.0071,42.38676",42.38676,-71.0071,POINT (-71.00709999999999 42.38676),East Boston,All Alc.
334,"WESTERN HOST, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNMW,Innholder Malt & Wine,0,391.0, D St,"(0.0, 0.0)","-71.048,42.34121",42.34121,-71.048,POINT (-71.048 42.34121),South Boston Waterfront,Malt Wine
335,EC RESTAURANTS (BOSTON) CORP.,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,290,161.0,  Devonshire ST,"(42.356286, -71.0575)","-71.05721,42.356464",42.356286,-71.0575,POINT (-71.0575 42.356286),Downtown,All Alc.
336,"ELIOT HOTEL, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,370.0,  Commonwealth AV,"(42.34859, -71.08869)","-71.08869,42.348873",42.34859,-71.08869,POINT (-71.08869 42.34859),Back Bay,All Alc.
337,"AIMBRIDGE HOSPITALITY, LLC",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,207.0, Porter St,"(42.370435, -71.031732)","-71.03158,42.370426",42.370435,-71.031732,POINT (-71.03173200000001 42.370435),East Boston,All Alc.
338,EMERSON COLLEGE,11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPAL,GOP All Alc.,1727,543.0,  Washington ST,"(0.0, 0.0)","-71.0623,42.35373",42.35373,-71.0623,POINT (-71.06229999999999 42.35373),Downtown,All Alc.
339,EMERSON COLLEGE,10/01/2013 12:00:00 AM,12/31/2016 12:00:00 AM,GOPMWL,GOP Malt Wine Liq.,1157,219.0,  Tremont ST,"(42.35157, -71.06502)","-71.06491,42.351124",42.35157,-71.06502,POINT (-71.06502 42.35157),Downtown,Malt Wine Liq.
340,"BIG NIGHT VENUES BOSTON 2, LLC",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,540,1.0,  Marina Park DR,"(0.0, 0.0)",,,,POINT (nan nan),South Boston Waterfront,All Alc.
341,"EMPIRE GARDEN RESTAURANT, LLC",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,801,680.0,  Washington ST,"(0.0, 0.0)","-71.06277,42.35146",42.35146,-71.06277,POINT (-71.06277 42.35146),Chinatown,All Alc.
342,NORWICH PARTNERS FOOD AND BEVERAGE LLC,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,70.0, Sleeper St,"(0.0, 0.0)","-71.04864,42.352825",42.352825,-71.04864,POINT (-71.04864000000001 42.352825),South Boston Waterfront,All Alc.
343,"EQUATOR, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,49,1721.0,  Washington ST,"(42.337071, -71.076601)","-71.076454,42.336903",42.337071,-71.076601,POINT (-71.076601 42.337071),South End,Malt Wine
344,"LIBELLULA, LLC",11/21/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWLR,CV7 Malt Wine Liq. Restrict.,185,69.0,  Church ST,"(42.35015, -71.06839)","-71.0685,42.349907",42.35015,-71.06839,POINT (-71.06838999999999 42.35015),Bay Village,Malt Wine Liq. Restrict.
345,"IRISH PUB, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,101,795.0, Adams St,"(0.0, 0.0)",,,,POINT (nan nan),Dorchester,All Alc.
346,"GAMBROS, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,40,69.0,  Salem ST,"(42.36335, -71.05584)","-71.055954,42.363434",42.36335,-71.05584,POINT (-71.05584 42.36335),North End,Malt Wine
347,"CENTER HOUSE OF PIZZA, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,44,344.0,  Washington ST,"(42.348864, -71.152918)","-71.1527,42.349087",42.348864,-71.152918,POINT (-71.152918 42.348864),Brighton,Malt Wine
348,"2261 Dot, LLC",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,140,2261.0, Dorchester Av,"(0.0, 0.0)","-71.067825,42.273174",42.273174,-71.067825,POINT (-71.067825 42.273174),Mattapan,All Alc.
349,"BIG TIME BOSTON FOOD, INC.",07/29/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7ALN,CV7ALN - Neighborhood Restricted,108,700.0,  Harrison AV,"(42.338319, -71.070696)","-71.070404,42.33874",42.338319,-71.070696,POINT (-71.070696 42.338319),South End,Neighborhood Restricted - CV7ALN
350,"CILL DARA, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,81,3700.0,  Washington ST,"(42.30053, -71.112809)","-71.112755,42.30105",42.30053,-71.112809,POINT (-71.112809 42.30053),Jamaica Plain,All Alc.
351,"FELCOR COPLEY PLAZA LEASING, L.L.C.",11/14/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,138.0,  Saint James AV,"(0.0, 0.0)","-71.07674,42.34937",42.34937,-71.07674,POINT (-71.07674 42.34937),Back Bay,All Alc.
352,"FAJITAS  & 'RITAS, INC.",11/27/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,170,25.0,  West ST,"(0.0, 0.0)",,,,POINT (nan nan),Downtown,All Alc.
353,Buckminster Restaurant Group LLC,11/20/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,90,645.0,  Beacon ST,"(42.348363, -71.097697)","-71.095184,42.3493",42.348363,-71.097697,POINT (-71.097697 42.348363),Fenway,Malt Wine Liq.
354,PYRAMID FENWAY MANAGEMENT LLC,11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,INNAL,Inn. All Alc.,0,125.0, Brookline Av,"(0.0, 0.0)","-71.100235,42.34556",42.34556,-71.100235,POINT (-71.100235 42.34556),Fenway,All Alc.
355,"OLIVES, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,42,42.0,  Charles ST,"(42.357234, -71.070195)",,42.357234,-71.070195,POINT (-71.070195 42.357234),Beacon Hill,Malt Wine
356,"OLIVES, INC.",11/25/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,59,67.0,  Main ST,"(42.373647, -71.06239)","-71.06255,42.3736",42.373647,-71.06239,POINT (-71.06238999999999 42.373647),Charlestown,Malt Wine
357,"VIA VENETO RESTAURANT, INC.",11/26/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,272,283.0,  Causeway ST,"(42.366963, -71.05818)","-71.05849,42.366974",42.366963,-71.05818,POINT (-71.05817999999999 42.366963),North End,All Alc.
358,ROOM FOR DESSERT LLC,12/02/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,90,13.0,  Columbus AV,"(0.0, 0.0)","-71.06846,42.35134",42.35134,-71.06846,POINT (-71.06846 42.35134),Downtown,Malt Wine Liq.
359,FINS SUSHI & GRILL,11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,78,354.0,  Chestnut Hill AV,"(42.33691, -71.15157)","-71.15192,42.3369",42.33691,-71.15157,POINT (-71.15157000000001 42.33691),Brighton,Malt Wine
360,2000 CHEF FOOD CORP.,11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWR,CV7 Malt Wine Restrict.,60,636.0, Beacon St,"(0.0, 0.0)","-71.094986,42.349365",42.349365,-71.094986,POINT (-71.09498600000001 42.349365),Fenway,Malt Wine Restrict.
361,"Bento Express, Inc.",07/13/2015 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWR,CV7 Malt Wine Restrict.,45,62.0,  Boylston ST,"(42.35199, -71.06439)","-71.06421,42.352345",42.35199,-71.06439,POINT (-71.06439 42.35199),Downtown,Malt Wine Restrict.
362,"OMEGA SUSHI, INC.",11/18/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,60,236.0,  Cambridge ST,"(42.360991, -71.066822)","-71.06678,42.36114",42.360991,-71.066822,POINT (-71.066822 42.360991),Beacon Hill,Malt Wine
363,"ROUND GRILLE SERVICES, INC.",11/15/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7AL,CV7 All Alc.,375,31.0,  Saint James AV,"(42.351109, -71.07458)","-71.07151,42.350735",42.351109,-71.07458,POINT (-71.07458 42.351109),Back Bay,All Alc.
364,"JNK, INC.",11/29/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,19,170.0,  Brighton AV,"(42.352902, -71.132981)","-71.133026,42.353058",42.352902,-71.132981,POINT (-71.132981 42.352902),Allston,Malt Wine
365,"LLOB ASSOCIATES, LLC",11/08/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWL,CV7 Malt Wine Liq.,74,533.0,  Columbus AV,"(42.34186, -71.08059)","-71.080444,42.341686",42.34186,-71.08059,POINT (-71.08059 42.34186),South End,Malt Wine Liq.
366,"Lucky Five Restaruant, Inc.",11/22/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MW,CV7 Malt Wine,78,58.0,  Beach ST,"(42.35148, -71.06045)",,42.35148,-71.06045,POINT (-71.06045 42.35148),Chinatown,Malt Wine
367,"FLAMES RESTAURANT II, INC.",11/19/2013 12:00:00 AM,12/31/2016 12:00:00 AM,CV7MWR,CV7 Malt Wine Restrict.,40,746.0,  Huntington AV,"(42.33363, -71.10549)",,42.33363,-71.10549,POINT (-71.10549 42.33363),Mission Hill,Malt Wine Restrict.
